id,amountUSD,fullParkedAmountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,sourceObjects,destinationObjects,boundary,onBoundary,reportDetails,refCode
310773,349547,,2024,,financial,2024-05-25T10:15:56.158Z,2024-05-25T00:00:00Z,2024-03-18T00:00:00Z,"Integrated, protective education and realization of human rights for crisis affected girls and boys in South Sudan",['unearmarked'],,2024-05-08T00:00:00Z,Pass through,['Multiyear'],False,,,Traditional aid,310771.0,paid,2024-12-18T21:22:42.456Z,1,"[{'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8158', 'name': 'Africa Development Aid', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['National NGOs/CSOs'], 'organizationLevels': ['Local and National Non-State Actors']}, {'type': 'Cluster', 'id': '7812', 'name': 'Education', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '3', 'name': 'Education', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Africa Development Aid', 'reportChannel': 'Email', 'date': '2024-05-08T00:00:00.000Z'}]",SCI-SOF:57801767
310777,0,940765.0,2024,"[310781, 310778, 310779, 310780]",financial,2024-05-25T10:32:24.386Z,2024-05-25T00:00:00Z,2023-07-17T00:00:00Z,Comprehensive Child Protection Programme in Jonglei and Upper Nile,['unearmarked'],,2024-05-08T00:00:00Z,Parked,['Multiyear'],False,,,Traditional aid,,paid,2024-12-18T21:22:29.896Z,1,"[{'type': 'Organization', 'id': '2915', 'name': ""United Nations Children's Fund"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '8158', 'name': 'Africa Development Aid', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['National NGOs/CSOs'], 'organizationLevels': ['Local and National Non-State Actors']}, {'type': 'GlobalCluster', 'id': '12', 'name': 'Protection - Child Protection', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Africa Development Aid', 'reportChannel': 'Email', 'date': '2024-05-08T00:00:00.000Z'}]",SSD_PCA2023788_PD20231056
310780,313584,,2024,,financial,2024-05-25T10:37:53.503Z,2024-05-25T00:00:00Z,2023-07-17T00:00:00Z,Comprehensive Child Protection Programme in Jonglei and Upper Nile,['unearmarked'],,2024-05-08T00:00:00Z,Pass through,['Multiyear'],False,,,Traditional aid,310777.0,paid,2024-12-18T21:22:29.794Z,1,"[{'type': 'Organization', 'id': '2915', 'name': ""United Nations Children's Fund"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8158', 'name': 'Africa Development Aid', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['National NGOs/CSOs'], 'organizationLevels': ['Local and National Non-State Actors']}, {'type': 'Cluster', 'id': '7817', 'name': 'Protection', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '12', 'name': 'Protection - Child Protection', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Africa Development Aid', 'reportChannel': 'Email', 'date': '2024-05-08T00:00:00.000Z'}]",SSD_PCA2023788_PD20231056
310781,156792,,2024,,financial,2024-05-25T10:39:53.961Z,2024-05-25T00:00:00Z,2023-07-17T00:00:00Z,Comprehensive Child Protection Programme in Jonglei and Upper Nile,['unearmarked'],,2024-05-08T00:00:00Z,Pass through,['Multiyear'],False,,,Traditional aid,310777.0,paid,2024-12-18T21:22:19.211Z,1,"[{'type': 'Organization', 'id': '2915', 'name': ""United Nations Children's Fund"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8158', 'name': 'Africa Development Aid', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['National NGOs/CSOs'], 'organizationLevels': ['Local and National Non-State Actors']}, {'type': 'Cluster', 'id': '7817', 'name': 'Protection', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '12', 'name': 'Protection - Child Protection', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Africa Development Aid', 'reportChannel': 'Email', 'date': '2024-05-08T00:00:00.000Z'}]",SSD_PCA2023788_PD20231056
310783,2,2116274.0,2024,"[310787, 310786, 310784, 310785]",financial,2024-05-25T11:09:27.656Z,2024-05-25T00:00:00Z,2023-09-01T00:00:00Z,Multisectoral Humantarian Assistance for households particularly affected by conflict or flooding in South Sudan and the Democratic Republic of Congo 2023-2026,['unearmarked'],0.9174,2024-05-08T00:00:00Z,Parked,['Multiyear'],False,67.0,EUR,Cash transfer programming (CTP),,paid,2026-01-20T17:34:16.199Z,1,"[{'type': 'Organization', 'id': '3162', 'name': 'Caritas Germany (DCV)', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['Internationally Affiliated Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '8158', 'name': 'Africa Development Aid', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['National NGOs/CSOs'], 'organizationLevels': ['Local and National Non-State Actors']}, {'type': 'GlobalCluster', 'id': '26479', 'name': 'Multi-sector', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Africa Development Aid', 'reportChannel': 'Email', 'date': '2024-05-08T00:00:00.000Z'}]",P.163-2023-003
310786,707201,,2024,,financial,2024-05-25T11:12:35.673Z,2024-05-25T00:00:00Z,2023-09-01T00:00:00Z,Multisectoral Humantarian Assistance for households particularly affected by conflict or flooding in South Sudan and the Democratic Republic of Congo 2023-2026,['unearmarked'],0.9174,2024-05-08T00:00:00Z,Pass through,['Multiyear'],False,648786.0,EUR,Traditional aid,310783.0,paid,2024-12-18T21:21:07.029Z,1,"[{'type': 'Organization', 'id': '3162', 'name': 'Caritas Germany (DCV)', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['Internationally Affiliated Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8158', 'name': 'Africa Development Aid', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['National NGOs/CSOs'], 'organizationLevels': ['Local and National Non-State Actors']}, {'type': 'GlobalCluster', 'id': '26479', 'name': 'Multi-sector', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Africa Development Aid', 'reportChannel': 'Email', 'date': '2024-05-08T00:00:00.000Z'}]",P.163-2023-003
310858,1467280,,2025,,in kind,2024-05-26T02:26:13.439Z,2024-03-18T00:00:00Z,2024-03-18T00:00:00Z,south sudan,['softly earmarked'],10.223,2024-05-25T00:00:00Z,Standard,,True,15000000.0,SEK,Traditional aid,,commitment,2024-05-27T06:11:04.950Z,1,"[{'type': 'Organization', 'id': '2921', 'name': 'Sweden, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '216', 'name': 'Sweden', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '5310', 'name': 'Swedish Red Cross', 'behavior': 'single', 'organizationTypes': ['Red Cross/Red Crescent Organizations'], 'organizationSubTypes': ['International Red Cross/Red Crescent Movement'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '26481', 'name': 'Other', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Sweden, Government of', 'reportChannel': 'From EDRIS', 'date': '2024-05-25T00:00:00.000Z'}]",Sida contribution number 14409
310974,354760,,2024,,financial,2024-05-27T10:17:59.025Z,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,"CARES: Comprehensive Aid for Resilience and Emergency Support in ASAA and Torit ,Abyei Special Administrative Area (ASAA) and Torit County
Sector(s): Health, Nutrition, WASH",['softly earmarked'],,2024-05-09T00:00:00Z,Carryover,,True,,,Traditional aid,,paid,2024-12-18T21:18:54.313Z,1,"[{'type': 'Organization', 'id': '2965', 'name': 'Hilton Foundation', 'behavior': 'single', 'organizationTypes': ['Private Organizations'], 'organizationSubTypes': ['International Private Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7816', 'name': 'Nutrition', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '9', 'name': 'Nutrition', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Save the Children', 'reportChannel': 'Email', 'date': '2024-05-09T00:00:00.000Z'}]",
310979,1912410,,2024,,financial,2024-05-27T10:24:18.649Z,2023-12-22T00:00:00Z,2023-12-22T00:00:00Z,"Building Resilent communities, Empowering South Sudan  Peace and Prosperity",['softly earmarked'],0.927,2024-05-09T00:00:00Z,Carryover,,True,1772804.0,EUR,Cash transfer programming (CTP),,paid,2024-05-27T10:24:18.649Z,1,"[{'type': 'Organization', 'id': '2966', 'name': 'European Commission', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '2849', 'name': 'Save the Children', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '26479', 'name': 'Multi-sector', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'Emergency', 'id': '957', 'name': 'Sudan Complex Emergency 2023', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Save the Children', 'reportChannel': 'Email', 'date': '2024-05-09T00:00:00.000Z'}]",NDICI Africa/2023/448-965
311211,14981,,2025,,financial,2024-05-28T13:20:54.148Z,2022-08-15T00:00:00Z,2022-08-15T00:00:00Z,South  Sudan Humanitarian Response Plan,['tightly earmarked'],,2024-05-22T00:00:00Z,Standard,,True,,,Traditional aid,,paid,2024-12-18T20:02:46.253Z,1,"[{'type': 'Organization', 'id': '3696', 'name': 'Intergovernmental Authority on Development', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '4397', 'name': 'United Nations High Commissioner for Refugees', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7819', 'name': 'Shelter and Non-Food Items', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7817', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7810', 'name': 'Camp Coordination and Camp Management', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '4', 'name': 'Emergency Shelter and NFI', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '13', 'name': 'Protection - Gender-Based Violence', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '12', 'name': 'Protection - Child Protection', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '10', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '1', 'name': 'Camp Coordination / Management', 'behavior': 'shared'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'Emergency', 'id': '957', 'name': 'Sudan Complex Emergency 2023', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'United Nations High Commissioner for Refugees', 'reportChannel': 'Email', 'date': '2024-05-22T00:00:00.000Z'}]",DJI/SDN/SSD/UGA- Aug22 | 22-IGOV-IGAD-001-01
311333,500000,,2023,,financial,2024-12-18T09:58:53.456Z,2024-04-01T00:00:00Z,2024-04-01T00:00:00Z,Scaling up Gender-Based Violence (GBV) and Child Protection in Emergencies Programming in Unity and Upper Nile state,['earmarked'],,2024-05-15T00:00:00Z,Pass through,,False,,,Traditional aid,,commitment,2024-12-18T09:58:53.456Z,2,"[{'type': 'Organization', 'id': '2915', 'name': ""United Nations Children's Fund"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '3001', 'name': 'International Rescue Committee', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7817', 'name': 'Protection', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '13', 'name': 'Protection - Gender-Based Violence', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'International Rescue Committee', 'reportChannel': 'Email', 'date': '2024-12-17T00:00:00.000Z'}]",SSD/PCA2022727/PD20231153
311339,434787,,2024,,financial,2024-05-29T11:15:31.279Z,2024-05-15T00:00:00Z,2024-05-15T00:00:00Z,"Protection, Health and cash assistance for the most vulnerable populations in Burkina Faso, Burundi, Chad, DRC, Ethiopia, Kenya, South Sudan, Sudan",['earmarked'],0.9229,2024-05-15T00:00:00Z,Carryover,,True,401265.0,EUR,Traditional aid,,pledge,2024-05-29T11:15:31.279Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '3001', 'name': 'International Rescue Committee', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '13', 'name': 'Protection - Gender-Based Violence', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '26479', 'name': 'Multi-sector', 'behavior': 'shared'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'International Rescue Committee', 'reportChannel': 'Email', 'date': '2024-05-15T00:00:00.000Z'}]",
311347,1000000,,2024,,financial,2024-05-29T11:28:13.159Z,2024-05-15T00:00:00Z,2024-05-15T00:00:00Z,Crisis and Support Centre 2024 Humanitarian Innovation call for projects,['earmarked'],,2024-05-15T00:00:00Z,Standard,['USA/BPRM'],True,,,Traditional aid,,pledge,2024-05-29T11:28:13.159Z,1,"[{'type': 'Organization', 'id': '4314', 'name': 'France, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '76', 'name': 'France', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '3001', 'name': 'International Rescue Committee', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '2', 'name': 'Early Recovery', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'International Rescue Committee', 'reportChannel': 'Email', 'date': '2024-05-15T00:00:00.000Z'}]",
311348,4659186,,2024,,financial,2024-05-29T11:30:02.765Z,2024-05-15T00:00:00Z,2024-05-15T00:00:00Z,Multi-Donor Trust Fund Supported Health Sector Transformation Projects for South Sudan,['earmarked'],,2024-05-15T00:00:00Z,Standard,['USA/BPRM'],False,,,Traditional aid,,commitment,2024-12-18T21:16:58.882Z,1,"[{'type': 'Organization', 'id': '2915', 'name': ""United Nations Children's Fund"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '3001', 'name': 'International Rescue Committee', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7814', 'name': 'Health', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '7', 'name': 'Health', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'International Rescue Committee', 'reportChannel': 'Email', 'date': '2024-05-15T00:00:00.000Z'}]",
311350,534955,,2024,,financial,2024-05-29T11:33:08.181Z,2024-05-15T00:00:00Z,2024-05-15T00:00:00Z,RSRTF SOUTHERN UNITY-PROJEC,['earmarked'],,2024-05-15T00:00:00Z,Standard,['USA/BPRM'],False,,,Traditional aid,,pledge,2024-12-18T21:16:48.808Z,1,"[{'type': 'Organization', 'id': '3269', 'name': 'World Relief', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '3001', 'name': 'International Rescue Committee', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '26479', 'name': 'Multi-sector', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'International Rescue Committee', 'reportChannel': 'Email', 'date': '2024-05-15T00:00:00.000Z'}]",
311353,3998746,,2023,,financial,2024-05-29T11:37:06.916Z,2024-05-09T00:00:00Z,2024-05-09T00:00:00Z,Women’s Entrepreneurial Opportunity Facility (WEOF),['earmarked'],,2024-05-15T00:00:00Z,Pass through,,False,,,Traditional aid,,commitment,2024-05-29T11:37:06.916Z,1,"[{'type': 'Organization', 'id': '3569', 'name': 'UN Women', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '3001', 'name': 'International Rescue Committee', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '2', 'name': 'Early Recovery', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'International Rescue Committee', 'reportChannel': 'Email', 'date': '2024-05-15T00:00:00.000Z'}]",PA005111SSD
312005,209111,,2024,,financial,2024-05-31T09:56:07.560Z,2024-01-19T00:00:00Z,2024-01-19T00:00:00Z,"UNFPA Global Humanitarian Appeal 2024	Health, protection, WASH, CashSRH and SGBV prevention and response",['earmarked'],1.339,2024-04-02T00:00:00Z,Standard,,True,280000.0,CAD,Traditional aid,306871.0,paid,2024-12-18T21:15:57.095Z,1,"[{'type': 'Organization', 'id': '2928', 'name': 'Canada, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '40', 'name': 'Canada', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '4293', 'name': 'United Nations Population Fund', 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7817', 'name': 'Protection', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '13', 'name': 'Protection - Gender-Based Violence', 'behavior': 'single'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'United Nations Population Fund', 'reportChannel': 'Email', 'date': '2024-05-31T00:00:00.000Z'}]","P013896, 745590 / UNFPA code = CAB47"
313441,0,5417118.0,2024,"[314676, 314677]",financial,2024-11-14T02:25:58.283Z,2024-06-18T00:00:00Z,2024-06-18T00:00:00Z,"Scale up coverage of nutrition programme for prevention and treatment of wasting through strengthening supply chain, integration of nutrition services within the health system and operationalization of the updated WHO guidelines on the prevention and management of wasting and nutritional Oedema.",['softly earmarked'],0.923,2024-06-20T00:00:00Z,Parked,['Multiyear'],True,0.0,EUR,Traditional aid,,commitment,2025-12-16T08:19:22.085Z,2,"[{'type': 'Organization', 'id': '8523', 'name': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['Other Multilateral Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '2915', 'name': ""United Nations Children's Fund"", 'behavior': 'single', 'organizationTypes': ['Multilateral Organizations'], 'organizationSubTypes': ['UN Agencies'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': ""European Commission's Humanitarian Aid and Civil Protection Department"", 'reportChannel': 'From EDRIS', 'date': '2024-11-13T00:00:00.000Z'}]",ECHO/-HF/BUD/2024/91041
